1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,7,163,255,4,0
0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,38,141,239,2,0
0,0,0.6425,0.745,0,0,0,1,0,0,0,0,0,0,0,1,85,14,221,1,0
0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,67,165,185,0,0
0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,67,160,186,0,0
0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,66,152,189,0,0
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,6,180,255,4,0
0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,103,227,171,5,0
0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,38,140,234,2,0
0,0,0,1,0,0,0,0,0,0.02,0.9975,0,0,1,0,0,104,204,164,5,0
0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,95,14,204,1,0
1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,187,134,3,0
0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,38,133,218,2,0
0,0,0.005,1,0,0,0,1,0,0,0,0,0,0,1,0,95,15,202,1,0
1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,188,132,3,0
0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,104,209,160,5,0
0,0,0,1,0,0,0,0,0,0.075,0.9475,0,0,1,0,0,104,207,161,5,0
0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,105,19,201,1,0
0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,65,142,190,0,0
0,0,0.7775,0.6575,0,0,0,1,0,0,0,0,0,0,0,1,85,14,221,1,0
0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,68,171,187,0,0
0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,38,141,237,2,0
0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,38,137,239,2,0
1,0,0,0,0,0,0,0,0,0.935,0.0975,0,0,1,0,0,4,184,154,3,0
0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,38,144,232,2,0
0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,103,225,168,5,0
0,0,1,0,0,0,0,0,0,1,0,0,0,0.0475,0.9625,0,66,157,183,0,0
0,0,0.005,1,0,0,0,1,0,0,0,0,0,0,0.9825,0.1225,95,15,208,1,0
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,6,172,243,4,0
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5,166,241,4,0
0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,104,207,161,5,0
0.9975,0,0,0,0,0.0025,0,0,0,0.885,0.155,0,0,1,0,0,2,196,132,3,0
0,0,0.0025,0.9975,0,0,0,1,0,0,0,0,0,0,1,0,104,16,203,1,0
1,0,0,0,0,0,0,0,0,0.935,0.0975,0,0,1,0,0,2,192,130,3,0
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5,177,255,4,0
1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,189,127,3,0
0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,38,130,240,2,0
1,0,0,0,0,0,0,0,0,0.99,0.01,0.0025,0.0025,0.0275,0.015,0.9525,7,174,255,4,0
0,0,0,1,0,0,0,0,0,0,1,0,0,0.965,0.065,0,103,233,176,5,0
1,0,0,0,0,0,0,0,0,0.0525,0.965,0,0,1,0,0,2,209,151,3,0
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,7,172,255,4,0
1,0,0,0,0,0,0,0,0,0.9425,0.1,0,0,1,0,0,4,197,155,3,0
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,7,177,255,4,0
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,7,179,255,4,0
0,0,1,0,0,0,0,0,0,1,0,0,0,0.02,0.995,0,67,164,184,0,0
1,0,0,0,0,0,0,0,0,1,0.0025,0,0,1,0,0,3,189,137,3,0
0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,38,133,218,2,0
0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,38,130,216,2,0
0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,66,160,172,0,0
0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,104,209,161,5,0
0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,66,153,168,0,0
0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,95,15,203,1,0
0,0,0.0025,1,0,0,0,1,0,0,0,0,0,0,1,0,95,14,199,1,0
0,0,0,1,0,0,0,0,0,0.1575,0.8875,0,0,1,0,0,105,205,159,5,0
0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,37,139,253,2,1
1,0,0,0,0,0,0,0,0,0.9925,0.0075,0,0.0025,0.0175,0.0125,0.9725,8,178,255,4,1
0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,104,227,190,5,1
1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,219,164,3,1
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,8,178,255,4,1
