7,163,255,4,0
38,141,239,2,0
85,14,221,1,0
67,165,185,0,0
67,160,186,0,0
66,152,189,0,0
6,180,255,4,0
103,227,171,5,0
38,140,234,2,0
104,204,164,5,0
95,14,204,1,0
2,187,134,3,0
38,133,218,2,0
95,15,202,1,0
2,188,132,3,0
104,209,160,5,0
104,207,161,5,0
105,19,201,1,0
65,142,190,0,0
85,14,221,1,0
68,171,187,0,0
38,141,237,2,0
38,137,239,2,0
4,184,154,3,0
38,144,232,2,0
103,225,168,5,0
66,157,183,0,0
95,15,208,1,0
6,172,243,4,0
5,166,241,4,0
104,207,161,5,0
2,196,132,3,0
104,16,203,1,0
2,192,130,3,0
5,177,255,4,0
2,189,127,3,0
38,130,240,2,0
7,174,255,4,0
103,233,176,5,0
2,209,151,3,0
7,172,255,4,0
4,197,155,3,0
7,177,255,4,0
7,179,255,4,0
67,164,184,0,0
3,189,137,3,0
38,133,218,2,0
38,130,216,2,0
66,160,172,0,0
104,209,161,5,0
66,153,168,0,0
95,15,203,1,0
95,14,199,1,0
105,205,159,5,0
37,139,253,2,1
8,178,255,4,1
104,227,190,5,1
3,219,164,3,1
8,178,255,4,1
3,186,169,3,1
8,179,255,4,1
9,181,255,4,1
64,145,200,0,1
3,204,120,3,1
38,131,201,2,1
38,127,201,2,1
66,157,159,0,1
105,205,153,5,1
67,149,157,0,1
104,25,193,1,1
101,23,191,1,1
106,200,153,5,1
8,165,255,4,1
36,153,255,2,1
66,11,236,1,1
64,152,202,0,1
64,148,202,0,1
64,146,202,0,1
9,181,255,4,1
104,216,191,5,1
36,150,253,2,1
105,205,157,5,1
101,22,196,1,1
2,182,122,3,1
38,136,205,2,1
101,22,195,1,1
2,188,121,3,1
105,206,154,5,1
106,204,154,5,1
102,31,191,1,1
63,142,205,0,1
66,11,237,1,1
64,158,199,0,1
36,152,255,2,1
36,145,255,2,1
4,194,167,3,1
36,155,255,2,1
104,221,194,5,1
63,146,201,0,1
95,22,195,1,1
7,175,225,4,1
6,168,217,4,1
105,208,155,5,1
2,196,122,3,1
98,20,193,1,1
3,198,120,3,1
6,184,236,4,1
2,190,114,3,1
37,144,254,2,2
9,178,255,4,2
104,226,192,5,2
3,216,168,3,2
9,176,255,4,2
4,194,170,3,2
9,181,255,4,2
9,181,255,4,2
63,148,201,0,2
3,195,125,3,2
38,134,205,2,2
38,129,201,2,2
66,157,161,0,2
105,207,156,5,2
66,149,158,0,2
95,20,190,1,2
104,25,194,1,2
106,198,152,5,2
6,172,255,4,2
38,143,230,2,2
102,26,223,1,2
67,170,178,0,2
67,155,181,0,2
67,152,184,0,2
7,186,246,4,2
104,225,170,5,2
38,136,228,2,2
104,204,183,5,2
38,12,230,1,2
3,206,157,3,2
35,153,253,2,2
35,15,231,1,2
3,200,158,3,2
104,206,187,5,2
104,204,183,5,2
35,9,229,1,2
66,146,182,0,2
95,18,215,1,2
68,169,179,0,2
39,138,229,2,2
39,137,230,2,2
2,185,144,3,2
38,141,224,2,2
104,223,171,5,2
67,160,178,0,2
51,8,229,1,2
7,176,255,4,2
7,176,255,4,2
104,207,177,5,2
3,210,156,3,2
42,6,222,1,2
4,208,159,3,2
7,182,255,4,2
3,208,151,3,2
64,129,179,0,3
83,5,218,1,3
105,194,178,5,3
2,181,141,3,3
105,196,174,5,3
83,5,216,1,3
65,133,174,0,3
6,176,253,4,3
3,192,145,3,3
39,129,237,2,3
106,220,195,5,3
108,40,239,1,3
6,173,255,4,3
5,169,255,4,3
1,193,147,3,3
68,153,190,0,3
67,150,191,0,3
105,221,194,5,3
7,168,255,4,3
3,192,169,3,3
34,134,255,2,3
3,190,163,3,3
83,4,238,1,3
65,133,201,0,3
7,167,255,4,3
83,4,236,1,3
7,171,255,4,3
1,203,135,3,3
106,222,193,5,3
40,126,236,2,3
40,126,237,2,3
67,146,188,0,3
67,145,189,0,3
106,211,199,5,3
40,133,240,2,3
1,216,139,3,3
36,121,210,2,3
105,177,166,5,3
109,10,209,1,3
64,131,169,0,3
3,181,137,3,3
6,173,242,4,3
66,124,168,0,3
37,133,215,2,3
2,181,137,3,3
5,172,255,4,3
38,131,237,2,3
110,38,244,1,3
106,208,195,5,3
39,129,241,2,3
110,36,244,1,3
105,214,195,5,3
6,172,255,4,3
107,36,244,1,3
30,88,255,2,4
107,193,243,5,4
30,2,255,1,4
61,130,232,0,4
4,217,206,3,4
13,156,255,4,4
62,131,216,0,4
30,126,255,2,4
4,220,197,3,4
7,186,255,4,4
37,134,228,2,4
109,28,220,1,4
106,217,187,5,4
38,134,228,2,4
109,28,220,1,4
105,222,184,5,4
6,195,255,4,4
106,26,219,1,4
62,125,239,0,4
30,2,255,1,4
106,198,245,5,4
4,203,201,3,4
106,195,234,5,4
30,2,255,1,4
62,129,223,0,4
11,158,255,4,4
4,219,205,3,4
36,131,233,2,4
106,228,177,5,4
109,28,216,1,4
7,191,255,4,4
6,192,249,4,4
1,213,130,3,4
67,152,179,0,4
67,154,174,0,4
106,234,170,5,4
11,147,255,4,4
4,215,209,3,4
30,60,255,2,4
3,201,199,3,4
30,2,255,1,4
62,132,238,0,4
10,155,255,4,4
30,2,255,1,4
12,159,255,4,4
2,227,136,3,4
106,229,175,5,4
38,132,214,2,4
37,135,230,2,4
67,154,171,0,4
67,152,169,0,4
106,223,182,5,4
38,139,220,2,4
2,236,121,3,4
6,199,132,4,5
4,216,59,3,5
38,143,129,2,5
4,202,63,3,5
95,24,127,1,5
67,179,99,0,5
7,179,137,4,5
93,24,129,1,5
6,189,140,4,5
4,223,217,3,5
106,203,250,5,5
30,52,255,2,5
30,64,255,2,5
62,137,251,0,5
61,133,249,0,5
105,206,237,5,5
30,73,255,2,5
4,231,210,3,5
39,132,120,2,5
109,226,88,5,5
105,39,125,1,5
67,172,92,0,5
4,218,55,3,5
6,203,127,4,5
69,162,96,0,5
40,142,129,2,5
4,210,57,3,5
12,143,255,4,5
30,58,255,2,5
30,2,255,1,5
107,202,250,5,5
30,58,255,2,5
30,2,255,1,5
106,207,242,5,5
12,146,255,4,5
30,2,255,1,5
66,172,105,0,5
102,41,137,1,5
108,222,100,5,5
4,196,66,3,5
108,219,105,5,5
90,25,131,1,5
66,151,109,0,5
6,184,144,4,5
4,194,67,3,5
30,2,255,2,5
105,194,255,5,5
30,2,255,1,5
18,133,255,4,5
17,130,255,4,5
4,225,235,3,5
63,132,255,0,5
62,130,255,0,5
105,202,255,5,5
104,22,187,1,6
105,24,193,1,6
39,118,197,2,6
105,190,149,5,6
39,124,201,2,6
105,201,155,5,6
39,120,196,2,6
2,165,124,3,6
95,22,192,1,6
67,151,184,0,6
2,216,145,3,6
109,28,238,1,6
39,134,246,2,6
3,195,152,3,6
105,209,194,5,6
2,205,152,3,6
3,200,153,3,6
39,136,248,2,6
2,145,129,3,6
67,137,169,0,6
2,173,132,3,6
5,162,238,4,6
68,143,170,0,6
2,173,134,3,6
5,158,239,4,6
105,180,167,5,6
5,164,242,4,6
67,149,199,0,6
66,153,201,0,6
66,151,201,0,6
38,139,255,2,6
105,24,250,1,6
6,158,255,4,6
105,205,206,5,6
102,23,251,1,6
2,200,166,3,6
105,179,158,5,6
5,161,226,4,6
5,162,226,4,6
