1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0075,0.9975,0.0,0.0,0.0,1.0,0.0,-1,0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9775,0.0475,-1,0
0.995,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-1,0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.04,0.975,0.0,0.0,1.0,0.0,0.0,-1,0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-1,0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-1,0
0.0,0.0,0.0225,0.9825,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9925,0.0125,0.0,0.0,1.0,0.0,0.0,-1,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9975,0.005,0.0,0.0,1.0,0.0,0.0,-1,0
0.0,0.0025,0.9275,0.0725,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1,0
0.0,0.0,0.3525,0.675,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-1,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3375,0.7925,0.0,0.0,1.0,0.0,0.0,-1,0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1,0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-1,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-1,0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0125,0.56,0.435,0.0,0.0,1.0,0.0,0.0,-1,0
0.0,0.0025,0.99,0.01,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1,0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-1,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.9525,0.0,0.0,0.0,1.0,0.0,-1,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1675,0.86,0.0,0.0,1.0,0.0,0.0,-1,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.9425,0.0,0.0,0.0,1.0,0.0,-1,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-1,0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-1,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-1,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.135,0.0,0.0,1.0,0.0,0.0,-1,0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-1,0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2075,0.7975,0.0,0.0,1.0,0.0,0.0,-1,0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5775,0.44,0.0,0.0,1.0,0.0,0.0,-1,0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-1,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-1,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-1,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0175,0.9825,0.0,0.0,1.0,0.0,0.0,-1,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-1,0
0.9925,0.0,0.0,0.0,0.0,0.0075,0.0,0.0,0.0,0.785,0.2925,0.0,0.0,1.0,0.0,0.0,-1,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-1,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1225,0.95,0.0,0.0,0.0,1.0,0.0,-1,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-1,0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0675,0.975,-1,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-1,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2975,0.7325,0.0,0.0,1.0,0.0,0.0,-1,0
0.0,0.0425,0.4375,0.565,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1,0
